message,label
तुमचा OTP: 667448. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 615844. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID4465476,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7110350,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1118370,0
तुमचा OTP: 143560. कृपया कुणासोबत शेअर करू नका.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5164660,0
आपका OTP है: 497386 -- कृपया किसी के साथ साझा न करें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
बँकेने ₹20000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा OTP: 554120. कृपया कुणासोबत शेअर करू नका.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID5320824,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹10000 कोर्ट फीस अभी जमा करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID4314122,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका OTP है: 641080 -- कृपया किसी के साथ साझा न करें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID5925475,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
आपका OTP है: 646855 -- कृपया किसी के साथ साझा न करें।,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
आपका OTP है: 939070 -- कृपया किसी के साथ साझा न करें।,0
आपका OTP है: 601491 -- कृपया किसी के साथ साझा न करें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹50000 लगेच जमा करा.,1
आपका OTP है: 722454 -- कृपया किसी के साथ साझा न करें।,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1577798,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID8460785,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
बैंक ने ₹5000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा OTP: 766100. कृपया कुणासोबत शेअर करू नका.,0
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
बैंक ने ₹5000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹5000 कोर्ट फीस अभी जमा करें।,1
तुमचा OTP: 961340. कृपया कुणासोबत शेअर करू नका.,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹3000 दिलं नाही तर तुरुंग...,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5185358,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
बैंक ने ₹5000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7511109,0
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा OTP: 790418. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 560803. कृपया कुणासोबत शेअर करू नका.,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
बँकेने ₹20000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका OTP है: 624614 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
बँकेने ₹5000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹20000 लगेच जमा करा.,1
आपका OTP है: 389023 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
तुमचा OTP: 704756. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 228377. कृपया कुणासोबत शेअर करू नका.,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID8865580,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5510804,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID6042944,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID3393453,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹10000 कोर्ट फीस अभी जमा करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹20000 तुरंत ट्रांसफर करें।,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹20000 तुरंत ट्रांसफर करें।,1
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID8807603,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID3538658,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID4154265,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID4923136,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID3696004,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
तुमचा OTP: 943920. कृपया कुणासोबत शेअर करू नका.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
बँकेने ₹3000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹3000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID4453015,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका OTP है: 665076 -- कृपया किसी के साथ साझा न करें।,0
तुमचा OTP: 198774. कृपया कुणासोबत शेअर करू नका.,0
बैंक ने ₹20000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID6630567,0
तुमचा OTP: 343094. कृपया कुणासोबत शेअर करू नका.,0
आपका OTP है: 829584 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID2194722,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹10000 दिलं नाही तर तुरुंग...,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹20000 तुरंत ट्रांसफर करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID7531726,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹10000 न करता अटकेचा धोका आहे.,1
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका OTP है: 232092 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID6547315,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
बैंक ने ₹50000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID9508355,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹20000 भेजें, नहीं तो अरेस्ट होगा।",1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID7634296,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1657257,0
तुमचा OTP: 414029. कृपया कुणासोबत शेअर करू नका.,0
तुमचा OTP: 965784. कृपया कुणासोबत शेअर करू नका.,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID5336549,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹5000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹20000 दिलं नाही तर तुरुंग...,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹20000 कोर्ट फीस अभी जमा करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID7901179,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹10000 तुरंत ट्रांसफर करें।,1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID2528742,0
आपका OTP है: 641150 -- कृपया किसी के साथ साझा न करें।,0
आपका OTP है: 851233 -- कृपया किसी के साथ साझा न करें।,0
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
आपका OTP है: 466111 -- कृपया किसी के साथ साझा न करें।,0
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID9008016,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹50000 न करता अटकेचा धोका आहे.,1
बँकेने ₹10000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹3000 कोर्ट फीस अभी जमा करें।,1
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID1966599,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1686438,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹3000 लगेच जमा करा.,1
आपका OTP है: 708605 -- कृपया किसी के साथ साझा न करें।,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹20000 तुरंत ट्रांसफर करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID6036400,0
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID1974621,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
बैंक ने ₹10000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID8041389,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹5000 भेजें, नहीं तो अरेस्ट होगा।",1
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका OTP है: 582819 -- कृपया किसी के साथ साझा न करें।,0
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹20000 न करता अटकेचा धोका आहे.,1
तुमचा OTP: 625548. कृपया कुणासोबत शेअर करू नका.,0
आपका OTP है: 141498 -- कृपया किसी के साथ साझा न करें।,0
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹5000 दिलं नाही तर तुरुंग...,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID5564411,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
बैंक ने ₹3000 की क्रेडिट ट्रांजेक्शन की सूचना दी है। कृपया विवरण देखें।,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹50000 तुरंत ट्रांसफर करें।,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹50000 कोर्ट फीस अभी जमा करें।,1
तुमचं Amazon ऑर्डर पॅकेज करण्यात आलं आहे. ट्रॅकिंग आयडी: TID3703544,0
मैं पुलिस विभाग से बोल रहा हूँ। आपका नाम बैंक फ्रॉड केस में दर्ज है। ₹3000 तुरंत ट्रांसफर करें।,1
तुमचा PAN क्राइममध्ये वापरला गेला आहे. Cyber Cell वरून कॉल केला आहे. ₹5000 न करता अटकेचा धोका आहे.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹3000 भेजें, नहीं तो अरेस्ट होगा।",1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹50000 भेजें, नहीं तो अरेस्ट होगा।",1
आपका Flipkart ऑर्डर भेज दिया गया है। ट्रैकिंग ID: TID9197526,0
बँकेने ₹50000 जमा केल्याचे सूचित केले आहे. कृपया तपासा.,0
मी पोलीस विभागातून बोलतोय. तुमचं नाव बँक फ्रॉड प्रकरणात आलं आहे. ₹5000 लगेच जमा करा.,1
"यह Cyber Crime Branch का कॉल है। आपका PAN कार्ड अपराध में लिंक है। ₹10000 भेजें, नहीं तो अरेस्ट होगा।",1
डिजिटल कोर्टने अटकेचं आदेश दिलं आहे. ₹50000 दिलं नाही तर तुरुंग...,1
Digital Court ने आपको डिजिटल अरेस्ट दिखाया है। ₹5000 कोर्ट फीस अभी जमा करें।,1
